author_id,job_title,institution_type,historical_publications,email_consent,country
A2667,AI Researcher,Corporate,13,True,Japan
A2668,AI Researcher,Academic,14,True,United Kingdom
A2669,Professor,Academic,12,True,United States
A2670,Clinical Researcher,Academic,16,True,Germany
A2671,Clinical Researcher,Corporate,13,True,India
A2672,AI Researcher,Academic,12,False,Germany
A2673,Clinical Researcher,Corporate,9,True,United Kingdom
A2674,Clinical Researcher,Corporate,17,False,Germany
A2675,Clinical Researcher,Corporate,17,True,India
A2676,AI Researcher,Corporate,12,True,United States
A2677,Professor,Academic,19,True,United Kingdom
A2678,Professor,Academic,19,True,Japan
A2679,AI Researcher,Academic,14,True,Japan
A2680,AI Researcher,Corporate,22,True,United States
A2681,Clinical Researcher,Corporate,14,False,Germany
A2682,Professor,Academic,11,True,Japan
A2683,AI Researcher,Corporate,15,True,United Kingdom
A2684,AI Researcher,Corporate,17,True,India
A2685,Professor,Academic,15,False,Germany
A2686,Clinical Researcher,Academic,17,True,India
A2687,Clinical Researcher,Corporate,12,False,Germany
A2688,AI Researcher,Academic,14,True,United Kingdom
A2689,AI Researcher,Corporate,23,True,India
A2690,AI Researcher,Unknown,18,False,United Kingdom
A2691,Clinical Researcher,Corporate,12,True,India
A2692,AI Researcher,Corporate,19,False,Germany
A2693,AI Researcher,Corporate,13,True,United Kingdom
A2694,Clinical Researcher,Corporate,16,True,Germany
A2695,AI Researcher,Corporate,18,False,Germany
A2696,Clinical Researcher,Academic,14,True,India
A2697,AI Researcher,Corporate,25,True,India
A2698,AI Researcher,Unknown,15,True,United Kingdom
A2699,Professor,Academic,15,True,Japan
A2700,AI Researcher,Corporate,21,True,United States
A2701,Clinical Researcher,Corporate,14,True,India
A2702,Clinical Researcher,Corporate,8,False,Germany
A2703,Clinical Researcher,Corporate,14,True,United States
A2704,AI Researcher,Unknown,12,True,United Kingdom
A2705,AI Researcher,Corporate,17,False,United States
A2706,AI Researcher,Academic,19,True,United States
A2707,Clinical Researcher,Academic,8,False,Japan
A2708,Professor,Academic,15,False,Japan
A2709,AI Researcher,Academic,10,True,United States
A2710,Clinical Researcher,Corporate,18,True,Japan
A2711,AI Researcher,Corporate,14,True,Japan
A2712,Professor,Academic,14,False,United States
A2713,Clinical Researcher,Academic,0,True,India
A2714,AI Researcher,Corporate,15,True,Japan
A2715,AI Researcher,Corporate,13,True,United States
A2716,Clinical Researcher,Corporate,15,False,India
A2717,Professor,Academic,20,False,Japan
A2718,Professor,Academic,15,False,United States
A2719,AI Researcher,Corporate,20,True,Japan
A2720,Professor,Academic,17,True,India
A2721,AI Researcher,Academic,14,True,United States
A2722,Clinical Researcher,Corporate,11,True,India
A2723,Professor,Academic,11,True,Germany
A2724,Clinical Researcher,Academic,15,False,United Kingdom
A2725,AI Researcher,Corporate,16,False,Germany
A2726,AI Researcher,Academic,12,True,Japan
A2727,Clinical Researcher,Academic,19,False,India
A2728,AI Researcher,Corporate,11,True,United States
A2729,Professor,Academic,13,True,India
A2730,Clinical Researcher,Corporate,12,False,Japan
A2731,Clinical Researcher,Corporate,18,False,United States
A2732,Clinical Researcher,Academic,20,True,Germany
A2733,Clinical Researcher,Corporate,10,False,India
A2734,Clinical Researcher,Corporate,14,False,United Kingdom
A2735,Clinical Researcher,Corporate,14,True,Japan
A2736,Clinical Researcher,Corporate,17,True,Japan
A2737,Clinical Researcher,Corporate,13,True,India
A2738,AI Researcher,Corporate,20,False,Germany
A2739,Clinical Researcher,Academic,11,True,Germany
A2740,AI Researcher,Corporate,15,True,United Kingdom
A2741,AI Researcher,Corporate,10,True,United Kingdom
A2742,Clinical Researcher,Corporate,16,True,India
A2743,AI Researcher,Corporate,19,True,United States
A2744,Clinical Researcher,Corporate,17,True,Germany
A2745,Clinical Researcher,Corporate,16,False,United States
A2746,AI Researcher,Corporate,10,True,United States
A2747,Professor,Academic,17,False,India
A2748,AI Researcher,Corporate,23,False,United Kingdom
A2749,Clinical Researcher,Unknown,23,False,United States
A2750,AI Researcher,Corporate,23,False,India
A2751,Clinical Researcher,Corporate,12,False,United Kingdom
A2752,Professor,Academic,19,True,United States
A2753,AI Researcher,Corporate,15,True,United States
A2754,Clinical Researcher,Corporate,17,True,United Kingdom
A2755,Clinical Researcher,Corporate,22,True,United Kingdom
A2756,Clinical Researcher,Corporate,17,True,Japan
A2757,Clinical Researcher,Academic,20,True,Japan
A2758,Clinical Researcher,Academic,20,True,India
A2759,Professor,Academic,18,True,India
A2760,AI Researcher,Academic,11,True,Germany
A2761,AI Researcher,Corporate,14,False,Japan
A2762,AI Researcher,Corporate,16,True,United Kingdom
A2763,AI Researcher,Corporate,23,True,Japan
A2764,Clinical Researcher,Corporate,11,True,India
A2765,AI Researcher,Corporate,17,True,India
A2766,Clinical Researcher,Corporate,16,False,India
A2767,Clinical Researcher,Corporate,19,True,United Kingdom
A2768,Pharma Research Scientist,Corporate,11,True,United States
A2769,AI Researcher,Corporate,14,False,India
A2770,Professor,Academic,17,True,Japan
A2771,Clinical Researcher,Corporate,13,False,United States
A2772,Clinical Researcher,Academic,17,True,Japan
A2773,Professor,Academic,21,True,India
A2774,Professor,Academic,17,True,United Kingdom
A2775,Clinical Researcher,Corporate,14,True,United States
A2776,Professor,Academic,18,True,United States
A2777,AI Researcher,Corporate,13,True,India
A2778,Clinical Researcher,Corporate,12,False,India
A2779,AI Researcher,Corporate,23,True,India
A2780,Professor,Academic,9,True,Germany
A2781,AI Researcher,Corporate,18,True,United Kingdom
A2782,AI Researcher,Academic,18,False,United Kingdom
A2783,AI Researcher,Corporate,19,True,India
A2784,AI Researcher,Corporate,12,True,Germany
A2785,AI Researcher,Corporate,15,True,India
A2786,Professor,Academic,22,True,India
A2787,AI Researcher,Corporate,11,True,United Kingdom
A2788,AI Researcher,Corporate,20,False,Germany
A2789,Clinical Researcher,Unknown,12,True,United Kingdom
A2790,Clinical Researcher,Corporate,50,True,India
A2791,AI Researcher,Corporate,11,True,Japan
A2792,AI Researcher,Corporate,25,True,United States
A2793,Clinical Researcher,Corporate,13,True,India
A2794,Professor,Academic,18,False,Germany
A2795,AI Researcher,Corporate,18,True,Japan
A2796,Professor,Academic,14,False,Germany
A2797,AI Researcher,Corporate,12,True,India
A2798,Clinical Researcher,Academic,13,True,India
A2799,AI Researcher,Corporate,20,True,United States
A2800,Professor,Academic,16,True,Germany
A2801,Clinical Researcher,Academic,11,True,Japan
A2802,AI Researcher,Corporate,20,False,United States
A2803,Clinical Researcher,Academic,12,True,Germany
A2804,Professor,Academic,21,True,India
A2805,Clinical Researcher,Corporate,13,True,United States
A2806,AI Researcher,Academic,0,False,India
A2807,Clinical Researcher,Corporate,11,False,United Kingdom
A2808,Professor,Academic,16,True,United Kingdom
A2809,Clinical Researcher,Corporate,12,True,United States
A2810,AI Researcher,Corporate,15,True,United States
A2811,Professor,Academic,15,False,Germany
A2812,Professor,Academic,12,True,Japan
A2813,Clinical Researcher,Corporate,10,True,Japan
A2814,AI Researcher,Corporate,13,False,United Kingdom
A2815,Clinical Researcher,Corporate,14,True,United Kingdom
A2816,Professor,Academic,19,True,United Kingdom
A2817,Clinical Researcher,Corporate,15,True,India
A2818,AI Researcher,Corporate,20,True,Japan
A2819,Professor,Unknown,13,False,United States
A2820,Clinical Researcher,Corporate,17,True,United Kingdom
A2821,Professor,Academic,16,False,Germany
A2822,Pharma Research Scientist,Corporate,0,True,United States
A2823,AI Researcher,Corporate,12,False,United States
A2824,Pharma Research Scientist,Corporate,13,True,United States
A2825,AI Researcher,Academic,14,True,Japan
A2826,Clinical Researcher,Corporate,10,False,United Kingdom
A2827,Clinical Researcher,Academic,16,True,Germany
A2828,Clinical Researcher,Corporate,15,True,India
A2829,AI Researcher,Corporate,18,True,Germany
A2830,Professor,Academic,10,True,Germany
A2831,Professor,Academic,14,True,Germany
A2832,AI Researcher,Corporate,16,False,India
A2833,Clinical Researcher,Corporate,10,True,Germany
A2834,AI Researcher,Unknown,16,True,Germany
A2835,Clinical Researcher,Corporate,14,True,United Kingdom
A2836,Professor,Academic,13,True,United Kingdom
A2837,AI Researcher,Academic,13,False,United Kingdom
A2838,Clinical Researcher,Academic,14,False,United States
A2839,Clinical Researcher,Academic,16,True,Germany
A2840,Professor,Academic,14,True,Japan
A2841,AI Researcher,Corporate,12,True,Japan
A2842,AI Researcher,Corporate,12,True,Japan
A2843,AI Researcher,Corporate,10,True,India
A2844,Professor,Academic,14,True,United Kingdom
A2845,Pharma Research Scientist,Corporate,17,True,United Kingdom
A2846,AI Researcher,Unknown,17,True,United Kingdom
A2847,AI Researcher,Corporate,9,True,India
A2848,AI Researcher,Corporate,11,True,Germany
A2849,Clinical Researcher,Academic,22,False,United States
A2850,Clinical Researcher,Corporate,11,True,United Kingdom
A2851,Clinical Researcher,Corporate,12,True,Germany
A2852,AI Researcher,Academic,23,True,Japan
A2853,Professor,Academic,11,False,United States
A2854,Professor,Academic,18,True,Japan
A2855,Clinical Researcher,Corporate,11,True,Germany
A2856,Clinical Researcher,Corporate,14,True,Germany
A2857,AI Researcher,Corporate,12,False,Japan
A2858,AI Researcher,Academic,16,False,United States
A2859,Professor,Academic,16,True,Japan
A2860,Clinical Researcher,Corporate,22,False,Japan
A2861,AI Researcher,Corporate,13,True,Japan
A2862,AI Researcher,Unknown,16,False,United States
A2863,Pharma Research Scientist,Corporate,13,False,India
A2864,AI Researcher,Corporate,24,True,United States
A2865,Clinical Researcher,Corporate,16,True,Japan
A2866,AI Researcher,Corporate,11,True,United Kingdom
A2867,Pharma Research Scientist,Corporate,15,True,United Kingdom
A2868,AI Researcher,Corporate,8,True,Germany
A2869,AI Researcher,Corporate,9,True,India
A2870,Professor,Academic,25,True,Germany
A2871,AI Researcher,Corporate,18,False,Germany
A2872,Clinical Researcher,Academic,11,True,United Kingdom
A2873,Professor,Academic,13,True,United States
A2874,Professor,Academic,16,True,Germany
A2875,Clinical Researcher,Corporate,12,True,Germany
A2876,Professor,Academic,14,False,India
A2877,Professor,Academic,0,True,United Kingdom
A2878,Clinical Researcher,Corporate,9,True,United States
A2879,Professor,Academic,16,False,India
A2880,Clinical Researcher,Corporate,17,True,United States
A2881,Clinical Researcher,Corporate,17,False,United States
A2882,AI Researcher,Corporate,12,True,Germany
A2883,AI Researcher,Unknown,25,False,India
A2884,AI Researcher,Corporate,14,True,Germany
A2885,Clinical Researcher,Corporate,13,False,Japan
A2886,Clinical Researcher,Academic,10,True,United States
A2887,Professor,Academic,17,True,India
A2888,AI Researcher,Academic,19,False,United Kingdom
A2889,Clinical Researcher,Unknown,21,True,Germany
A2890,AI Researcher,Corporate,18,False,Japan
A2891,Clinical Researcher,Corporate,13,True,Japan
A2892,Clinical Researcher,Academic,13,True,Japan
A2893,AI Researcher,Corporate,16,True,Germany
A2894,Professor,Academic,22,False,United Kingdom
A2895,Clinical Researcher,Unknown,16,False,India
A2896,Clinical Researcher,Academic,11,True,United States
A2897,Pharma Research Scientist,Corporate,16,True,United Kingdom
A2898,AI Researcher,Academic,13,True,Germany
A2899,Clinical Researcher,Unknown,17,True,India
A2900,Professor,Academic,21,True,United States
A2901,AI Researcher,Corporate,10,False,India
A2902,Professor,Academic,12,False,United States
A2903,AI Researcher,Corporate,15,False,United States
A2904,AI Researcher,Academic,15,True,Japan
A2905,AI Researcher,Academic,17,True,Germany
A2906,Professor,Academic,12,False,United Kingdom
A2907,Professor,Academic,15,False,Japan
A2908,Professor,Academic,16,True,Japan
A2909,Clinical Researcher,Academic,16,True,India
A2910,Professor,Academic,17,True,United States
A2911,Professor,Academic,18,True,United States
A2912,Professor,Academic,16,True,India
A2913,Professor,Academic,17,True,Germany
A2914,AI Researcher,Unknown,15,True,United States
A2915,AI Researcher,Corporate,22,False,Japan
A2916,Clinical Researcher,Corporate,19,True,Japan
A2917,Clinical Researcher,Corporate,21,True,United States
A2918,AI Researcher,Corporate,17,False,United States
A2919,Clinical Researcher,Unknown,15,True,Germany
A2920,AI Researcher,Corporate,11,False,United States
A2921,AI Researcher,Corporate,17,True,Germany
A2922,Professor,Academic,9,False,Japan
A2923,AI Researcher,Corporate,13,True,Germany
A2924,AI Researcher,Academic,14,True,United States
A2925,Clinical Researcher,Corporate,14,True,United Kingdom
A2926,Professor,Academic,10,False,United States
A2927,Clinical Researcher,Corporate,10,True,United Kingdom
A2928,Clinical Researcher,Corporate,22,True,Japan
A2929,AI Researcher,Corporate,10,True,India
A2930,AI Researcher,Corporate,7,True,Japan
A2931,AI Researcher,Corporate,18,True,Japan
A2932,Professor,Academic,17,True,Japan
A2933,Clinical Researcher,Corporate,10,True,Germany
A2934,AI Researcher,Corporate,19,True,Japan
A2935,Professor,Academic,12,True,India
A2936,AI Researcher,Corporate,19,False,United States
A2937,AI Researcher,Corporate,13,True,United Kingdom
A2938,Clinical Researcher,Academic,16,True,Japan
A2939,Professor,Academic,12,True,United Kingdom
A2940,Clinical Researcher,Corporate,14,True,Japan
A2941,Professor,Academic,17,True,Germany
A2942,Clinical Researcher,Corporate,10,True,United Kingdom
A2943,Professor,Academic,19,False,Japan
A2944,AI Researcher,Corporate,15,False,Japan
A2945,AI Researcher,Corporate,13,True,India
A2946,Clinical Researcher,Academic,20,True,India
A2947,AI Researcher,Academic,10,True,India
A2948,Professor,Academic,11,True,Germany
A2949,Clinical Researcher,Unknown,12,True,United Kingdom
A2950,Clinical Researcher,Corporate,14,False,Germany
A2951,Clinical Researcher,Academic,15,True,United States
A2952,Professor,Academic,21,False,Japan
A2953,AI Researcher,Corporate,10,True,Japan
A2954,AI Researcher,Corporate,16,False,Japan
A2955,AI Researcher,Corporate,11,True,India
A2956,AI Researcher,Academic,12,True,Japan
A2957,Professor,Academic,25,True,India
A2958,Professor,Academic,13,False,United States
A2959,AI Researcher,Corporate,12,True,Germany
A2960,Clinical Researcher,Corporate,17,True,Germany
A2961,Professor,Academic,20,True,Germany
A2962,AI Researcher,Corporate,17,True,India
A2963,Clinical Researcher,Corporate,11,True,United Kingdom
A2964,AI Researcher,Corporate,13,True,United Kingdom
A2965,Clinical Researcher,Academic,14,True,United States
A2966,Clinical Researcher,Corporate,18,False,United Kingdom
A2967,Professor,Academic,17,True,United States
A2968,Clinical Researcher,Corporate,13,False,Japan
A2969,Clinical Researcher,Academic,18,True,Germany
A2970,Clinical Researcher,Corporate,17,True,India
A2971,AI Researcher,Academic,17,True,United States
A2972,Professor,Academic,14,True,India
A2973,Clinical Researcher,Corporate,16,True,India
A2974,Professor,Unknown,13,True,Germany
A2975,Professor,Academic,22,True,Japan
A2976,Professor,Academic,18,False,Japan
A2977,Professor,Academic,15,True,United Kingdom
A2978,Professor,Academic,16,False,Japan
A2979,Clinical Researcher,Corporate,21,False,Germany
A2980,Clinical Researcher,Corporate,17,True,India
A2981,AI Researcher,Corporate,17,False,United States
A2982,AI Researcher,Corporate,17,True,United States
A2983,Professor,Academic,19,False,Japan
A2984,AI Researcher,Corporate,18,True,United Kingdom
A2985,Professor,Academic,21,True,United States
A2986,AI Researcher,Corporate,12,True,United Kingdom
A2987,Clinical Researcher,Corporate,17,False,United States
A2988,Professor,Academic,17,False,United Kingdom
A2989,AI Researcher,Corporate,20,True,United Kingdom
A2990,Professor,Academic,9,True,India
A2991,Clinical Researcher,Academic,14,False,Germany
A2992,Professor,Academic,13,True,United States
A2993,Clinical Researcher,Academic,17,True,Japan
A2994,AI Researcher,Academic,19,True,Germany
A2995,Clinical Researcher,Corporate,13,False,India
A2996,AI Researcher,Academic,14,True,India
A2997,AI Researcher,Corporate,17,True,India
A2998,Clinical Researcher,Academic,12,True,Japan
A2999,AI Researcher,Unknown,22,True,United States
A3000,AI Researcher,Academic,16,False,United States
A3001,Clinical Researcher,Corporate,13,True,United Kingdom
A3002,Clinical Researcher,Corporate,14,True,United Kingdom
A3003,AI Researcher,Corporate,18,False,United Kingdom
A3004,AI Researcher,Corporate,17,True,Japan
A3005,Clinical Researcher,Corporate,21,False,Germany
A3006,AI Researcher,Corporate,13,True,United States
A3007,Professor,Academic,14,False,United Kingdom
A3008,Clinical Researcher,Corporate,9,True,Japan
A3009,Professor,Academic,19,True,Japan
A3010,Clinical Researcher,Academic,13,False,United Kingdom
A3011,Professor,Academic,23,True,India
A3012,Clinical Researcher,Academic,20,True,India
A3013,AI Researcher,Academic,11,True,India
A3014,Clinical Researcher,Corporate,13,True,United Kingdom
A3015,Clinical Researcher,Corporate,23,True,Japan
A3016,Professor,Academic,14,True,Japan
A3017,Professor,Academic,12,True,United States
A3018,Clinical Researcher,Academic,10,False,India
A3019,Clinical Researcher,Corporate,10,True,United Kingdom
A3020,AI Researcher,Corporate,18,True,United States
A3021,Professor,Academic,12,True,Japan
A3022,Clinical Researcher,Corporate,17,True,United States
A3023,Clinical Researcher,Corporate,15,True,India
A3024,Professor,Academic,14,True,Germany
A3025,Professor,Unknown,17,False,India
A3026,Professor,Academic,13,True,India
A3027,AI Researcher,Corporate,20,False,United Kingdom
A3028,AI Researcher,Corporate,13,False,Germany
A3029,Professor,Academic,16,True,Germany
A3030,Clinical Researcher,Corporate,12,False,Germany
A3031,Clinical Researcher,Corporate,16,True,Japan
A3032,Clinical Researcher,Corporate,15,True,United States
A3033,Professor,Academic,24,True,Japan
A3034,Professor,Academic,14,False,Germany
A3035,Professor,Academic,23,False,United Kingdom
A3036,Clinical Researcher,Corporate,14,True,India
A3037,Clinical Researcher,Unknown,21,True,India
A3038,Professor,Academic,20,True,Japan
A3039,AI Researcher,Corporate,14,True,Japan
A3040,Clinical Researcher,Corporate,11,True,United Kingdom
A3041,Professor,Academic,8,False,India
A3042,Professor,Academic,20,True,Japan
A3043,AI Researcher,Academic,10,True,United States
A3044,AI Researcher,Academic,14,True,Japan
A3045,AI Researcher,Corporate,13,True,Japan
A3046,Professor,Academic,14,True,Germany
A3047,AI Researcher,Corporate,15,True,United States
A3048,AI Researcher,Corporate,17,False,United States
A3049,Clinical Researcher,Corporate,10,True,United Kingdom
A3050,AI Researcher,Corporate,19,True,Germany
A3051,AI Researcher,Corporate,14,True,United States
A3052,Professor,Academic,16,True,Germany
A3053,Clinical Researcher,Corporate,14,False,Germany
A3054,Clinical Researcher,Corporate,18,True,India
A3055,Professor,Academic,16,False,United States
A3056,Clinical Researcher,Corporate,15,False,India
A3057,Clinical Researcher,Academic,13,True,Japan
A3058,AI Researcher,Corporate,13,False,Japan
A3059,Professor,Academic,14,False,India
A3060,AI Researcher,Corporate,10,True,Japan
A3061,Clinical Researcher,Corporate,11,True,India
A3062,Clinical Researcher,Corporate,13,False,United Kingdom
A3063,AI Researcher,Corporate,24,True,Germany
A3064,Clinical Researcher,Academic,17,True,United Kingdom
A3065,AI Researcher,Corporate,15,True,United States
A3066,AI Researcher,Academic,15,True,United Kingdom
A3067,Clinical Researcher,Academic,14,False,United Kingdom
A3068,AI Researcher,Corporate,21,True,Japan
A3069,Professor,Academic,22,False,India
A3070,Clinical Researcher,Academic,8,True,United States
A3071,AI Researcher,Academic,50,True,Japan
A3072,AI Researcher,Unknown,15,True,United States
A3073,Clinical Researcher,Unknown,16,True,Germany
A3074,Professor,Academic,16,True,India
A3075,AI Researcher,Corporate,14,False,Japan
A3076,Professor,Academic,12,True,United Kingdom
A3077,AI Researcher,Academic,25,True,Germany
A3078,Professor,Academic,9,True,United Kingdom
A3079,Clinical Researcher,Corporate,16,True,United States
A3080,AI Researcher,Academic,14,False,Germany
A3081,Clinical Researcher,Corporate,14,True,Japan
A3082,Clinical Researcher,Corporate,13,True,United Kingdom
A3083,AI Researcher,Corporate,20,True,United Kingdom
A3084,Clinical Researcher,Academic,13,True,United States
A3085,Clinical Researcher,Corporate,9,True,United States
A3086,Pharma Research Scientist,Corporate,18,True,India
A3087,Professor,Academic,14,True,India
A3088,Professor,Academic,15,False,United States
A3089,AI Researcher,Corporate,20,True,India
A3090,Clinical Researcher,Academic,22,True,United Kingdom
A3091,Professor,Academic,10,False,United States
A3092,Professor,Academic,10,False,Germany
A3093,AI Researcher,Corporate,18,True,United States
A3094,AI Researcher,Academic,15,True,Japan
A3095,Professor,Academic,19,True,Japan
A3096,AI Researcher,Corporate,11,True,United States
A3097,AI Researcher,Corporate,9,False,Germany
A3098,Clinical Researcher,Corporate,14,True,United States
A3099,Professor,Unknown,16,True,Germany
A3100,Professor,Academic,17,False,United Kingdom
A3101,Professor,Academic,16,False,United Kingdom
A3102,Professor,Academic,12,False,Germany
A3103,Professor,Academic,6,True,India
A3104,AI Researcher,Corporate,12,True,United Kingdom
A3105,AI Researcher,Corporate,11,True,Japan
A3106,Professor,Academic,11,False,United States
A3107,Professor,Academic,15,False,India
A3108,AI Researcher,Corporate,15,False,Japan
A3109,AI Researcher,Corporate,16,False,United States
A3110,AI Researcher,Academic,13,True,Japan
A3111,AI Researcher,Corporate,16,True,India
A3112,Professor,Academic,17,True,Germany
A3113,Clinical Researcher,Corporate,18,False,United States
A3114,Professor,Academic,10,True,Japan
A3115,Clinical Researcher,Corporate,16,True,Japan
A3116,AI Researcher,Corporate,12,True,India
A3117,Professor,Unknown,12,True,India
A3118,Professor,Academic,14,False,India
A3119,AI Researcher,Academic,21,True,Germany
A3120,Clinical Researcher,Corporate,15,False,United Kingdom
A3121,Clinical Researcher,Corporate,16,True,Japan
A3122,Clinical Researcher,Corporate,11,True,Germany
A3123,AI Researcher,Corporate,12,True,Japan
A3124,AI Researcher,Corporate,23,False,Germany
A3125,Professor,Academic,15,True,United States
A3126,AI Researcher,Corporate,16,True,United Kingdom
A3127,AI Researcher,Corporate,17,True,Japan
A3128,AI Researcher,Corporate,15,True,India
A3129,AI Researcher,Academic,16,True,United Kingdom
A3130,AI Researcher,Corporate,15,True,Japan
A3131,AI Researcher,Corporate,14,False,United States
A3132,Clinical Researcher,Corporate,15,False,Japan
A3133,Professor,Academic,16,True,Japan
A3134,Clinical Researcher,Corporate,19,True,Japan
A3135,AI Researcher,Corporate,19,False,United Kingdom
A3136,AI Researcher,Corporate,24,False,Japan
A3137,Professor,Academic,11,True,India
A3138,Professor,Academic,18,True,Germany
A3139,AI Researcher,Corporate,14,False,India
A3140,AI Researcher,Academic,19,False,United States
A3141,Professor,Academic,13,True,United Kingdom
A3142,AI Researcher,Academic,16,True,Germany
A3143,AI Researcher,Corporate,12,True,United Kingdom
A3144,AI Researcher,Corporate,11,True,United Kingdom
A3145,AI Researcher,Corporate,50,True,Japan
A3146,Clinical Researcher,Academic,11,True,India
A3147,Clinical Researcher,Corporate,15,True,Germany
A3148,Professor,Academic,16,True,Japan
A3149,AI Researcher,Corporate,13,True,Germany
A3150,Clinical Researcher,Corporate,15,True,India
A3151,AI Researcher,Academic,17,True,Japan
A3152,Clinical Researcher,Corporate,22,True,Germany
A3153,AI Researcher,Academic,12,True,Japan
A3154,Clinical Researcher,Corporate,17,True,United Kingdom
A3155,Professor,Academic,13,True,United States
A3156,AI Researcher,Corporate,11,True,Germany
A3157,Professor,Academic,15,True,India
A3158,Clinical Researcher,Corporate,15,True,Germany
A3159,Professor,Academic,13,False,United States
A3160,AI Researcher,Corporate,12,True,Germany
A3161,Clinical Researcher,Corporate,18,False,Germany
A3162,AI Researcher,Corporate,19,True,Germany
A3163,AI Researcher,Corporate,9,False,India
A3164,AI Researcher,Corporate,19,True,United States
A3165,Clinical Researcher,Academic,12,True,United States
A3166,Professor,Academic,18,True,India
A3167,Clinical Researcher,Corporate,10,False,Germany
A3168,AI Researcher,Academic,27,True,Germany
A3169,Professor,Academic,18,False,United States
A3170,Professor,Unknown,18,True,Germany
A3171,Clinical Researcher,Corporate,14,True,United Kingdom
A3172,AI Researcher,Corporate,18,False,Germany
A3173,Professor,Academic,16,False,Germany
A3174,Professor,Academic,11,True,Japan
A3175,Clinical Researcher,Academic,29,True,United States
A3176,AI Researcher,Corporate,9,True,United States
A3177,Professor,Academic,25,True,United Kingdom
A3178,Professor,Academic,13,True,United Kingdom
A3179,AI Researcher,Corporate,11,True,United Kingdom
A3180,AI Researcher,Unknown,12,True,United States
A3181,Clinical Researcher,Academic,10,False,Japan
A3182,Clinical Researcher,Corporate,20,True,Japan
A3183,Clinical Researcher,Corporate,17,True,India
A3184,AI Researcher,Corporate,14,True,United States
A3185,AI Researcher,Academic,16,False,India
A3186,Professor,Academic,12,True,Germany
A3187,Clinical Researcher,Corporate,13,True,United Kingdom
A3188,AI Researcher,Corporate,16,False,India
A3189,Professor,Academic,17,True,India
A3190,Professor,Academic,15,True,United States
A3191,Clinical Researcher,Corporate,13,False,United Kingdom
A3192,Professor,Academic,15,True,United Kingdom
A3193,Clinical Researcher,Corporate,18,False,Japan
A3194,Clinical Researcher,Academic,17,False,India
A3195,Professor,Academic,15,True,Japan
A3196,Professor,Academic,17,True,India
A3197,Clinical Researcher,Corporate,9,True,United States
A3198,Professor,Academic,14,False,United States
A3199,Clinical Researcher,Corporate,10,True,Germany
A3200,Clinical Researcher,Corporate,11,True,India
A3201,AI Researcher,Corporate,0,True,India
A3202,Clinical Researcher,Corporate,13,False,United Kingdom
A3203,Clinical Researcher,Unknown,8,True,United Kingdom
A3204,Clinical Researcher,Corporate,12,True,Japan
A3205,AI Researcher,Corporate,17,True,Germany
A3206,AI Researcher,Academic,14,False,United States
A3207,Professor,Academic,13,True,India
A3208,AI Researcher,Academic,14,False,Japan
A3209,Professor,Academic,20,True,Germany
A3210,AI Researcher,Corporate,18,True,United Kingdom
A3211,Professor,Academic,16,False,Germany
A3212,AI Researcher,Corporate,12,True,Japan
A3213,Professor,Academic,19,False,United States
A3214,Clinical Researcher,Corporate,22,True,United Kingdom
A3215,AI Researcher,Corporate,10,False,United Kingdom
A3216,Clinical Researcher,Academic,16,True,United States
A3217,Clinical Researcher,Corporate,12,True,United Kingdom
A3218,Professor,Academic,26,False,Japan
A3219,Clinical Researcher,Corporate,16,False,United Kingdom
A3220,AI Researcher,Corporate,16,True,India
A3221,AI Researcher,Corporate,16,False,Germany
A3222,Professor,Academic,20,True,Japan
A3223,AI Researcher,Corporate,13,False,United States
A3224,AI Researcher,Corporate,12,True,Japan
A3225,Clinical Researcher,Academic,20,True,India
A3226,Clinical Researcher,Academic,19,True,United Kingdom
A3227,AI Researcher,Unknown,6,False,United Kingdom
A3228,Clinical Researcher,Unknown,11,True,Japan
A3229,Professor,Academic,15,False,United Kingdom
A3230,AI Researcher,Academic,15,False,United Kingdom
A3231,Clinical Researcher,Corporate,11,True,India
A3232,AI Researcher,Corporate,10,True,United States
A3233,Clinical Researcher,Corporate,18,True,Germany
A3234,Clinical Researcher,Corporate,13,True,Japan
A3235,AI Researcher,Academic,11,True,United States
A3236,Clinical Researcher,Academic,16,False,Germany
A3237,Clinical Researcher,Corporate,23,True,United States
A3238,Clinical Researcher,Unknown,18,False,Japan
A3239,AI Researcher,Corporate,19,True,India
A3240,AI Researcher,Corporate,18,True,India
A3241,Professor,Academic,12,True,India
A3242,AI Researcher,Academic,15,False,United States
A3243,AI Researcher,Corporate,8,True,Japan
A3244,Professor,Academic,17,False,United Kingdom
A3245,AI Researcher,Corporate,14,True,United Kingdom
A3246,AI Researcher,Academic,13,False,India
A3247,AI Researcher,Corporate,11,False,United States
A3248,AI Researcher,Corporate,7,False,United Kingdom
A3249,Professor,Academic,15,True,United States
A3250,Clinical Researcher,Corporate,15,True,Japan
A3251,AI Researcher,Corporate,13,False,India
A3252,AI Researcher,Corporate,11,True,Germany
A3253,AI Researcher,Corporate,11,True,India
A3254,AI Researcher,Corporate,19,False,Germany
A3255,Clinical Researcher,Corporate,11,True,United Kingdom
A3256,Clinical Researcher,Corporate,16,True,Germany
A3257,Professor,Academic,20,True,United States
A3258,Professor,Academic,4,True,Germany
A3259,AI Researcher,Corporate,24,False,United Kingdom
A3260,Clinical Researcher,Corporate,11,False,United Kingdom
